capitalExpenditures,cashChange,cashFlow,cashFlowFinancing,changesInInventories,changesInReceivables,currency,depreciation,dividendsPaid,exchangeRateEffect,filingType,fiscalDate,fiscalQuarter,fiscalYear,investingActivityOther,investments,netBorrowings,netIncome,otherFinancingCashFlows,reportDate,symbol,totalInvestingCashFlows
-43200000,284300000,343300000,-11500000,-21400000,-66300000,USD,178100000,,,10-K,2019-12-31,0,2019,,,1032500000,159100000,,2020-02-26,IR,-54300000
-52200000,-171100000,444500000,-373000000,29400000,-10900000,USD,180400000,,,10-K,2018-12-31,0,2018,,,1393600000,269400000,,2019-02-27,IR,-235000000
-56800000,135697000,200500000,-17400000,50551000,94722000,USD,173800000,,,10-K,2017-12-31,0,2017,,,1611800000,18400000,,2018-02-16,IR,-60800000
-74416000,24881000,165644000,-43002000,-31001000,38328000,USD,172725000,,,S-1/A,2016-12-31,0,2016,,,2477873000,-36620000,,2017-05-03,IR,-82076000
-70973000,228322000,172066000,-35022000,474950000,403250000,USD,163024000,,,S-1/A,2015-12-31,0,2015,,,2515689000,-351153000,,2017-05-03,IR,-84014000
-353286000,721728000,1832063000,-143340000,4899000,413832000,USD,449976000,,,10-K,2022-12-31,0,2022,,,-711770000,149216000,,2023-02-23,LYV,-784691000
-159834000,2346942000,1780568000,1171332000,11826000,584489000,USD,416277000,,,10-K,2021-12-31,0,2021,,,169313000,-650904000,,2022-02-23,LYV,-566962000
-222609000,67425000,1083388000,1350082000,5894000,-528158000,USD,485025000,,,10-K,2020-12-31,0,2020,,,1790685000,-1724535000,,2021-03-01,LYV,-224062000
-365827000,98822000,469783000,328889000,3531000,200128000,USD,443991000,,,10-K,2019-12-31,0,2019,,,165592000,-4882000,,2020-02-27,LYV,-691000000
-239833000,546218000,941586000,188784000,-4892000,119216000,USD,386529000,,,10-K,2018-12-31,0,2018,,,-169296000,-17651000,,2019-02-28,LYV,-496909000
-238435000,298731000,623006000,-127083000,2353000,156368000,USD,455534000,,,10-K,2017-12-31,0,2017,,,-103384000,-97646000,,2018-02-27,LYV,-327586000
-173827000,223466000,597490000,99212000,726000,116336000,USD,403651000,,,10-K,2016-12-31,0,2016,,,226535000,-47010000,,2017-02-23,LYV,-426477000
-142491000,-78904000,300202000,-36469000,1564000,33299000,USD,397241000,,,10-K,2015-12-31,0,2015,,,225423000,-65687000,,2016-02-25,LYV,-290985000
-139587000,82845000,269409000,240864000,554000,-19850000,USD,368143000,,,10-K,2014-12-31,0,2014,,,229703000,-96467000,,2015-02-26,LYV,-384294000
-135390000,298129000,417472000,32984000,236000,23361000,USD,368923000,,,10-K,2013-12-31,0,2013,,,123532000,-43378000,,2014-02-24,LYV,-143663000
-138373000,156802000,367098000,-19891000,-913000,26444000,USD,429557000,,,10-K,2012-12-31,0,2012,,,366515000,-163227000,,2013-02-26,LYV,-203791000
-110091000,-48505000,135705000,-44379000,-5575000,59399000,USD,343018000,,,10-K,2011-12-31,0,2011,,,551596000,-83016000,,2012-02-24,LYV,-152017000
-77368000,655803000,158518000,49086000,791000,153768000,USD,321666000,,,10-K,2010-12-31,0,2010,,,484644000,-228390000,,2011-02-28,LYV,452987000
-64267000,37295000,57275000,-116964000,-376000,-41107000,USD,162694000,,,10-K,2009-12-31,0,2009,,,262967000,-60179000,,2010-02-25,LYV,70089000
-252380000,-139331000,-52836000,33984000,-2081000,-47030000,USD,148222000,,,10-K,2008-12-31,0,2008,,,528582000,-231765000,,2009-03-05,LYV,-67596000
-164417000,25111000,49810000,110188000,7819000,15544000,USD,120828000,,,10-K,2007-12-31,0,2007,,,324790000,-11936000,,2008-02-29,LYV,-141059000
-65705000,-89836000,16720000,268294000,6782000,58565000,USD,128167000,,,10-K,2006-12-31,0,2006,,,212302000,-31442000,,2007-03-01,LYV,-375163000
-92520000,403716000,13913000,345438000,5587000,190207000,USD,64622000,,,10-K,2005-12-31,0,2005,,,-153057000,-130619000,,2006-03-21,LYV,-106049000
-116886000,6991987000,1155848000,225701000,0,1657210000,USD,115185000,,,10-Q,2023-03-31,1,2023,,,-1822665000,-58102000,,2023-05-04,LYV,-59789000
-140535000,5606457000,903706000,31879000,38725000,1499611000,USD,131487000,,,10-K,2022-12-31,4,2022,,,-711770000,-251615000,,2023-02-23,LYV,-424963000
-76344000,4951161000,-619081000,-37584000,0,1989508000,USD,102093000,,,10-Q,2022-09-30,3,2022,,,-193154000,331487000,,2022-11-03,LYV,-114992000
-73882000,5860435000,349138000,-62594000,0,1456198000,USD,115927000,,,10-Q,2022-06-30,2,2022,,,-1341518000,155240000,,2022-08-04,LYV,-129783000
-62525000,5871905000,1198300000,-75041000,0,1210007000,USD,100469000,,,10-Q,2022-03-31,1,2022,,,-1139314000,-85896000,,2022-05-05,LYV,-114953000
-55920000,4884729000,755871000,-50989000,33826000,1085779000,USD,102519000,,,10-K,2021-12-31,4,2021,,,169313000,-194924000,,2022-02-23,LYV,-455203000
-34657000,4628880000,-145292000,820852000,0,1182242000,USD,101437000,,,10-Q,2021-09-30,3,2021,,,364387000,46878000,,2021-11-04,LYV,-61464000
-39999000,4042619000,1095415000,-15548000,0,646705000,USD,103445000,,,10-Q,2021-06-30,2,2021,,,570160000,-195665000,,2021-08-03,LYV,-40187000
-29258000,3009487000,74574000,417017000,0,467792000,USD,108876000,,,10-Q,2021-03-31,1,2021,,,1706830000,-307193000,,2021-05-06,LYV,-10108000
-31670000,2537787000,2040291000,-11554000,22000000,501290000,USD,120240000,,,10-K,2020-12-31,4,2020,,,1790685000,-437377000,,2021-03-01,LYV,470000
-42836000,2625082000,-566543000,-100462000,0,564873000,USD,119938000,,,10-Q,2020-09-30,3,2020,,,1613488000,-521912000,,2020-11-05,LYV,-33891000
-63540000,3290052000,-1022035000,1079676000,0,618580000,USD,122767000,,,10-Q,2020-06-30,2,2020,,,1090672000,-565922000,,2020-08-05,LYV,-68270000
-84563000,3269863000,631675000,382422000,0,759432000,USD,122080000,,,10-Q,2020-03-31,1,2020,,,-392690000,-199324000,,2020-05-07,LYV,-122371000
-365827000,2470362000,469783000,328889000,16106000,1029448000,USD,443991000,,,10-K,2019-12-31,4,2019,,,165592000,-185311000,,2020-02-27,LYV,-691000000
0,1795166000,0,0,0,1215465000,USD,0,,,10-Q,2019-09-30,3,2019,,,138578000,155345000,,2019-10-31,LYV,0
0,2270341000,0,0,0,1096754000,USD,0,,,10-Q,2019-06-30,2,2019,,,-409444000,89840000,,2019-07-25,LYV,0
0,2670538000,0,0,0,920035000,USD,0,,,10-Q,2019-03-31,1,2019,,,-694381000,-64756000,,2019-05-02,LYV,0
-239833000,2371540000,941586000,188784000,12575000,844520000,USD,386529000,,,10-K,2018-12-31,4,2018,,,-169296000,-171441000,,2019-02-28,LYV,-496909000
0,1900305000,0,0,0,1252585000,USD,0,,,10-Q,2018-09-30,3,2018,,,194848000,151894000,,2018-11-01,LYV,0
0,2293264000,0,0,0,949422000,USD,0,,,10-Q,2018-06-30,2,2018,,,-478835000,52187000,,2018-07-26,LYV,0
0,2942407000,0,0,0,783807000,USD,0,,,10-Q,2018-03-31,1,2018,,,-987694000,-50291000,,2018-05-03,LYV,0
-238435000,1825322000,623006000,-127083000,17467000,725304000,USD,455534000,,,10-K,2017-12-31,4,2017,,,-103384000,-229713000,,2018-02-27,LYV,-327586000
0,1801013000,0,0,0,991215000,USD,0,,,10-Q,2017-09-30,3,2017,,,-260279000,114996000,,2017-11-02,LYV,0
0,2216812000,0,0,0,865107000,USD,0,,,10-Q,2017-06-30,2,2017,,,-803584000,62641000,,2017-08-09,LYV,0
0,2227555000,0,0,0,584638000,USD,0,,,10-Q,2017-03-31,1,2017,,,-698048000,-45570000,,2017-05-04,LYV,0
-173827000,1526591000,597490000,99212000,15114000,568936000,USD,403651000,,,10-K,2016-12-31,4,2016,,,226535000,-118108000,,2017-02-23,LYV,-426477000
0,1039706000,0,0,0,785418000,USD,0,,,10-Q,2016-09-30,3,2016,,,409417000,102503000,,2016-11-07,LYV,0
0,1512099000,0,0,0,634562000,USD,0,,,10-Q,2016-06-30,2,2016,,,-305282000,26449000,,2016-07-28,LYV,0
0,1699281000,0,0,0,480681000,USD,0,,,10-Q,2016-03-31,1,2016,,,-448732000,-57854000,,2016-05-03,LYV,0
-142491000,1303125000,300202000,-36469000,14388000,452600000,USD,397241000,,,10-K,2015-12-31,4,2015,,,225423000,-94401000,,2016-02-25,LYV,-290985000
0,1061383000,0,0,0,631344000,USD,0,,,10-Q,2015-09-30,3,2015,,,370843000,78931000,,2015-10-29,LYV,0
0,1525819000,0,0,0,524227000,USD,0,,,10-Q,2015-06-30,2,2015,,,-198059000,11951000,,2015-08-10,LYV,0
0,1606658000,0,0,0,434543000,USD,0,,,10-Q,2015-03-31,1,2015,,,-185695000,-62168000,,2015-04-30,LYV,0
-139587000,1382029000,269409000,240864000,12824000,419301000,USD,368143000,,,10-K,2014-12-31,4,2014,,,229703000,-190458000,,2015-02-26,LYV,-384294000
0,1358300000,0,0,0,607150000,USD,0,,,10-Q,2014-09-30,3,2014,,,184371000,103965000,,2014-10-30,LYV,0
0,2041686000,0,0,0,563394000,USD,0,,,10-Q,2014-06-30,2,2014,,,-439479000,22474000,,2014-07-31,LYV,0
0,1629142000,0,0,0,509119000,USD,0,,,10-Q,2014-03-31,1,2014,,,-394922000,-32448000,,2014-05-06,LYV,0
-135390000,1299184000,417472000,32984000,12270000,439151000,USD,368923000,,,10-K,2013-12-31,4,2013,,,123532000,-82043000,,2014-02-24,LYV,-143663000
0,1302578000,0,0,0,578426000,USD,0,,,10-Q,2013-09-30,3,2013,,,18328000,43774000,,2013-11-05,LYV,0
0,1385260000,0,0,0,634509000,USD,0,,,10-Q,2013-06-30,2,2013,,,-329155000,58130000,,2013-08-06,LYV,0
0,1246415000,0,0,0,486173000,USD,0,,,10-Q,2013-03-31,1,2013,,,-101026000,-63239000,,2013-05-07,LYV,0
-138373000,1001055000,367098000,-19891000,12034000,415790000,USD,429557000,,,10-K,2012-12-31,4,2012,,,366515000,-159717000,,2013-02-26,LYV,-203791000
0,783671000,0,0,0,583322000,USD,0,,,10-Q,2012-09-30,3,2012,,,486992000,57948000,,2012-11-05,LYV,0
0,1005039000,0,0,0,492484000,USD,0,,,10-Q,2012-06-30,2,2012,,,56680000,7692000,,2012-08-07,LYV,0
0,1071412000,0,0,0,421919000,USD,0,,,10-Q,2012-03-31,1,2012,,,102495000,-69150000,,2012-05-10,LYV,0
-96400000,-1264500000,307300000,421600000,130100000,44200000,USD,338600000,,,10-K,2022-12-31,0,2022,,,3234100000,-140600000,,2023-02-28,PRGO,-1958600000
-152100000,1221300000,156300000,-178700000,-180000000,-401300000,USD,312200000,,,10-K,2021-12-31,0,2021,,,1349800000,-68900000,,2022-03-01,PRGO,1275800000
-170400000,283100000,636200000,-181100000,232900000,-189000000,USD,384800000,,,10-K,2020-12-31,0,2020,,,2687000000,-162600000,,2021-03-01,PRGO,-187800000
-137700000,-199600000,387800000,1800000,89300000,170100000,USD,396500000,,,10-K,2019-12-31,0,2019,,,2822800000,146100000,,2020-02-27,PRGO,-596100000
-102600000,-118200000,593000000,-571900000,71100000,-57700000,USD,423600000,,,10-K,2018-12-31,0,2018,,,2291300000,131000000,,2019-02-27,PRGO,-126800000
-88600000,56400000,698900000,-3004700000,11900000,-45200000,USD,444800000,,,10-K,2017-12-31,0,2017,,,2459300000,119600000,,2018-03-01,PRGO,2338100000
-106200000,-176000000,654900000,-268700000,-43900000,-106100000,USD,457000000,,,10-K,2016-12-31,0,2016,,,4963000000,-4012800000,,2017-05-22,PRGO,-175000000
-137000000,-7100000,1198300000,1523900000,207300000,347000000,USD,548800000,,,10-K,2015-06-27,0,2015,,,4371900000,128000000,,2015-08-13,PRGO,-2646900000
-171600000,25500000,693500000,1028000000,-72300000,277100000,USD,358900000,,,10-K,2014-06-28,0,2014,,,2312800000,205300000,,2014-08-14,PRGO,-1704800000
-104100000,177411000,553800000,577200000,156445000,84371000,USD,160200000,,,10-K,2013-06-29,0,2013,,,1146100000,442000000,,2013-08-15,PRGO,-947800000
-120942000,292385000,513376000,458715000,41879000,95408000,USD,135323000,,,10-K,2012-06-30,0,2012,,,740226000,401613000,,2012-08-16,PRGO,-684132000
-110193000,211979000,373961000,-58790000,56705000,105857000,USD,102941000,,,10-K,2011-06-25,0,2011,,,532316000,339197000,,2011-08-16,PRGO,-110567000
-85154000,-218011000,314173000,383303000,64077000,37628000,USD,76133000,,,10-K,2010-06-26,0,2010,,,1217804000,222546000,,2010-08-12,PRGO,-917976000
-60238000,-3028000,258345000,-115210000,-15178000,-22419000,USD,70142000,,,10-K,2009-06-27,0,2009,,,552387000,144049000,,2009-08-18,PRGO,-146371000
-57225000,239749000,248307000,169853000,104858000,75110000,USD,69231000,,,10-K,2008-06-28,0,2008,,,561546000,135773000,,2008-08-18,PRGO,-121238000
0,33664000,128923000,9597000,-7827000,41915000,USD,58032000,,,10-K,2007-06-30,0,2007,,,580164000,73797000,,2007-08-23,PRGO,-125434000
0,11283000,126531000,-77035000,29961000,29822000,USD,56604000,,,10-K,2006-07-01,0,2006,,,579749000,71400000,,2006-08-15,PRGO,-48708000
0,-137232000,77644000,583187000,98727000,124268000,USD,34813000,,,10-K,2005-06-25,0,2005,,,611941000,-352983000,,2005-09-07,PRGO,-649418000
0,77873000,118527000,1480000,13927000,-978000,USD,28452000,,,10-K,2004-06-26,0,2004,,,-173531000,80567000,,2004-08-11,PRGO,-53154000
0,17003000,80234000,-29828000,4715000,4458000,USD,26126000,,,10-K,2003-06-28,0,2003,,,-90230000,54048000,,2003-08-15,PRGO,-33276000
0,65808000,104192000,-24713000,-5501000,-14268000,USD,25613000,,,10-K,2002-06-29,0,2002,,,-75382000,50197000,,2002-09-18,PRGO,-13765000
0,3961000,68219000,8278000,34177000,-1802000,USD,23022000,,,10-K,2001-06-30,0,2001,,,-7028000,27656000,,2001-09-07,PRGO,-72536000
0,5360000,117813000,-132979000,-70502000,9507000,USD,22245000,,,10-K405,2000-07-01,0,2000,,,-4691000,19298000,,2000-09-06,PRGO,20526000
0,199000,-15399000,40322000,15970000,14522000,USD,21156000,,,10-K405,1999-07-03,0,1999,,,132514000,1546000,,1999-10-01,PRGO,-24724000
0,1496000,22341000,53291000,181467000,74601000,USD,29473000,,,10-K405,1998-06-30,0,1998,,,79685000,-51636000,,1998-10-06,PRGO,-88492000
-23200000,553000000,19400000,-50700000,1183000000,738700000,USD,88700000,,,10-Q,2023-04-01,1,2023,,,3282600000,-3000000,,2023-05-09,PRGO,-19600000
-26400000,600800000,185900000,-42500000,1150300000,697100000,USD,97100000,,,10-K,2022-12-31,4,2022,,,3234100000,-23700000,,2023-02-28,PRGO,-26000000
-21300000,468700000,59200000,-43000000,1085200000,707700000,USD,88500000,,,10-Q,2022-10-01,3,2022,,,3320600000,-49400000,,2022-11-08,PRGO,-20900000
-28400000,485300000,-16900000,559000000,1079600000,750300000,USD,83500000,,,10-Q,2022-07-02,2,2022,,,3295300000,-65100000,,2022-08-09,PRGO,-1974400000
-20300000,1965500000,79100000,-51900000,1022400000,679300000,USD,69500000,,,10-Q,2022-04-02,1,2022,,,1281400000,-2400000,,2022-05-11,PRGO,62700000
-41700000,1865300000,-105400000,-58000000,1020200000,652900000,USD,73400000,,,10-K,2021-12-31,4,2021,,,1349800000,9600000,,2022-03-01,PRGO,-41900000
-42000000,2079600000,179600000,-205100000,1092500000,686200000,USD,73500000,,,10-Q,2021-10-02,3,2021,,,1116500000,-58900000,,2021-11-12,PRGO,1453500000
-23000000,319100000,81900000,41100000,1115900000,620200000,USD,74900000,,,10-Q,2021-07-03,2,2021,,,2961100000,-57700000,,2021-08-11,PRGO,-21800000
-45400000,473800000,200000,43300000,1136100000,641000000,USD,90400000,,,10-Q,2021-04-03,1,2021,,,2838700000,38100000,,2021-05-12,PRGO,-114000000
-66100000,644000000,110400000,-201400000,1200200000,1054200000,USD,100100000,,,10-K,2020-12-31,4,2020,,,2687000000,-175000000,,2021-03-01,PRGO,-127500000
-44200000,849400000,63100000,-646500000,1100700000,1097700000,USD,96900000,,,10-Q,2020-09-26,3,2020,,,2360200000,-154600000,,2020-11-05,PRGO,-38600000
-26300000,1456300000,290900000,602100000,1034700000,1001200000,USD,94700000,,,10-Q,2020-06-27,2,2020,,,2374900000,60600000,,2020-08-05,PRGO,53100000
-33800000,510400000,171800000,64700000,930800000,1296700000,USD,93100000,,,10-Q,2020-03-28,1,2020,,,2652000000,106400000,,2020-05-05,PRGO,-74800000
-137700000,360900000,387800000,1800000,967300000,1243200000,USD,396500000,,,10-K,2019-12-31,4,2019,,,2822800000,-19000000,,2020-02-27,PRGO,-596100000
0,398500000,0,0,990500000,1102200000,USD,0,,,10-Q,2019-09-28,3,2019,,,2717500000,92200000,,2019-11-06,PRGO,0
0,1055700000,0,0,940500000,1117100000,USD,0,,,10-Q,2019-06-29,2,2019,,,2105400000,9000000,,2019-08-08,PRGO,0
0,837900000,0,0,912900000,1118700000,USD,0,,,10-Q,2019-03-30,1,2019,,,2240100000,63900000,,2019-05-09,PRGO,0
-102600000,560500000,593000000,-571900000,878000000,1073100000,USD,423600000,,,10-K,2018-12-31,4,2018,,,2291300000,81500000,,2019-02-27,PRGO,-126800000
0,837000000,0,0,2393000000,3813000000,USD,0,,,10-Q,2017-06-30,2,2017,,,7324000000,515000000,,2017-08-01,ETN,0
0,523000000,0,0,2344000000,3673000000,USD,0,,,10-Q,2017-03-31,1,2017,,,7255000000,432000000,,2017-05-02,ETN,0
-497000000,746000000,2552000000,-1720000000,2254000000,3560000000,USD,929000000,,,10-K,2016-12-31,4,2016,,,7150000000,504000000,,2017-02-22,ETN,-529000000
0,707000000,0,0,2328000000,3659000000,USD,0,,,10-Q,2016-09-30,3,2016,,,7332000000,523000000,,2016-11-01,ETN,0
0,469000000,0,0,2323000000,3628000000,USD,0,,,10-Q,2016-06-30,2,2016,,,7539000000,491000000,,2016-08-02,ETN,0
0,573000000,0,0,2391000000,3581000000,USD,0,,,10-Q,2016-03-31,1,2016,,,7604000000,404000000,,2016-04-29,ETN,0
-506000000,445000000,2371000000,-2267000000,2323000000,3479000000,USD,925000000,,,10-K,2015-12-31,4,2015,,,7635000000,532000000,,2016-02-24,ETN,-575000000
0,568000000,0,0,2395000000,3656000000,USD,0,,,10-Q,2015-09-30,3,2015,,,7694000000,446000000,,2015-10-30,ETN,0
0,430000000,0,0,2439000000,3840000000,USD,0,,,10-Q,2015-06-30,2,2015,,,7939000000,535000000,,2015-07-29,ETN,0
0,802000000,0,0,2424000000,3733000000,USD,0,,,10-Q,2015-03-31,1,2015,,,8133000000,466000000,,2015-04-29,ETN,0
-632000000,1026000000,1878000000,-2130000000,2428000000,3667000000,USD,983000000,,,10-K,2014-12-31,4,2014,,,7622000000,581000000,,2015-02-26,ETN,143000000
0,990000000,0,0,2498000000,3972000000,USD,0,,,10-Q,2014-09-30,3,2014,,,7620000000,602000000,,2014-10-31,ETN,0
0,1265000000,0,0,2534000000,4010000000,USD,0,,,10-Q,2014-06-30,2,2014,,,7291000000,171000000,,2014-07-31,ETN,0
0,1144000000,0,0,2532000000,3889000000,USD,0,,,10-Q,2014-03-31,1,2014,,,7607000000,439000000,,2014-05-05,ETN,0
-614000000,1709000000,2285000000,-1736000000,2382000000,3648000000,USD,997000000,,,10-K,2013-12-31,4,2013,,,7425000000,479000000,,2014-02-26,ETN,-202000000
0,1340000000,0,0,2403000000,3950000000,USD,0,,,10-Q,2013-09-30,3,2013,,,7684000000,510000000,,2013-11-07,ETN,0
0,996000000,0,0,2405000000,3820000000,USD,0,,,10-Q,2013-06-30,2,2013,,,8203000000,494000000,,2013-08-02,ETN,0
0,1036000000,0,0,2394000000,3685000000,USD,0,,,10-Q,2013-03-31,1,2013,,,8468000000,378000000,,2013-05-03,ETN,0
-593000000,1104000000,1664000000,5480000000,2349000000,3510000000,USD,598000000,,,10-K,2012-12-31,4,2012,,,9297000000,177000000,,2013-02-28,ETN,-6972000000
0,1045000000,0,0,1801000000,2645000000,USD,0,,,10-Q,2012-09-30,3,2012,,,2356000000,347000000,,2012-10-31,ETN,0
0,1177000000,0,0,1756000000,2683000000,USD,0,,,10-Q,2012-06-30,2,2012,,,2446000000,382000000,,2012-07-24,ETN,0
0,811000000,0,0,1779000000,2588000000,USD,0,,,10-Q,2012-03-31,1,2012,,,2235000000,311000000,,2012-04-24,ETN,0
-78200000,-974300000,926500000,-1362000000,53600000,-375400000,USD,219400000,,,10-K,2022-12-31,0,2022,,,332800000,1316500000,,2023-02-08,OMC,-380900000
-665800000,-283700000,1945400000,-1391000000,99800000,659100000,USD,212100000,,,10-K,2021-12-31,0,2021,,,-540700000,1407800000,,2022-02-09,OMC,-709200000
-75400000,1291200000,1724600000,-408400000,-156400000,-15600000,USD,222600000,,,10-K,2020-12-31,0,2020,,,-864300000,945400000,,2021-02-18,OMC,-136100000
-102200000,651400000,1856000000,-1222000000,96100000,162900000,USD,231500000,,,10-K,2019-12-31,0,2019,,,-353700000,1339100000,,2020-02-11,OMC,-30900000
-195700000,-138500000,1722300000,-1441100000,50900000,-417700000,USD,264000000,,,10-K,2018-12-31,0,2018,,,-7500000,1326300000,,2019-02-12,OMC,-221800000
-156000000,773600000,2023900000,-1342600000,-14800000,573000000,USD,282100000,,,10-K,2017-12-31,0,2017,,,3100000,1086800000,,2018-02-15,OMC,-115400000
-165500000,403100000,1931200000,-977100000,2700000,289900000,USD,292900000,,,10-K,2016-12-31,0,2016,,,863500000,1142100000,,2017-02-09,OMC,-481600000
-202700000,229400000,2172300000,-1429100000,-43900000,696200000,USD,291100000,,,10-K,2015-12-31,0,2015,,,933900000,1081500000,,2016-02-09,OMC,-263500000
-213000000,-338400000,1476500000,-1258100000,-121400000,-107900000,USD,294400000,,,10-K,2014-12-31,0,2014,,,1071000000,1083600000,,2015-02-10,OMC,-266900000
-212000000,29800000,1809000000,-1419800000,279600000,-325600000,USD,284800000,,,10-K,2013-12-31,0,2013,,,308000000,966000000,,2014-02-12,OMC,-228200000
-226300000,893900000,1451300000,-220100000,368100000,326200000,USD,282700000,,,10-K,2012-12-31,0,2012,,,760500000,975800000,,2013-02-19,OMC,-350400000
-185500000,-495000000,1315300000,-1205700000,-67300000,654800000,USD,273700000,,,10-K,2011-12-31,0,2011,,,43900000,941900000,,2012-02-17,OMC,-574600000
-153700000,705200000,1488000000,-537300000,100000000,403100000,USD,253000000,,,10-K,2010-12-31,0,2010,,,-333100000,819700000,,2011-02-23,OMC,-293700000
-130600000,482400000,1731600000,-1128000000,-64400000,-201400000,USD,242800000,,,10-K,2009-12-31,0,2009,,,-349100000,783900000,,2010-02-19,OMC,-226000000
0,-728600000,1394200000,-1053800000,672000000,-1037900000,USD,235900000,,,10-K,2008-12-31,0,2008,,,955800000,1000300000,,2009-02-27,OMC,-680000000
0,-87800000,1599300000,-1040700000,0,819100000,USD,208600000,,,10-K,2007-12-31,0,2007,,,-621500000,975700000,,2008-02-22,OMC,-440500000
0,718900000,1741200000,-583500000,0,628200000,USD,190000000,,,10-K,2006-12-31,0,2006,,,-586200000,864000000,,2007-02-27,OMC,-188800000
0,-529700000,991200000,-1116800000,0,449400000,USD,175200000,,,10-K,2005-12-31,0,2005,,,-227700000,790700000,,2006-02-24,OMC,-162300000
