capitalExpenditures,cashChange,cashFlow,cashFlowFinancing,changesInInventories,changesInReceivables,currency,depreciation,dividendsPaid,exchangeRateEffect,filingType,fiscalDate,fiscalQuarter,fiscalYear,investingActivityOther,investments,netBorrowings,netIncome,otherFinancingCashFlows,reportDate,symbol,totalInvestingCashFlows
0,971300000,0,0,636000000,1031300000,USD,0,,,10-Q,2017-09-30,3,2017,,,11070100000,280000000,,2017-11-01,TAP,0
0,502900000,0,0,633700000,1076700000,USD,0,,,10-Q,2017-06-30,2,2017,,,11093100000,323300000,,2017-08-02,TAP,0
0,395000000,0,0,663500000,923000000,USD,0,,,10-Q,2017-03-31,1,2017,,,11593400000,201300000,,2017-05-03,TAP,0
-341800000,560900000,1126900000,11317900000,592700000,805300000,USD,388400000,,,10-K,2016-12-31,4,2016,,,11300900000,1442300000,,2017-02-14,TAP,-12286600000
0,9981500000,0,0,218300000,638800000,USD,0,,,10-Q,2016-09-30,3,2016,,,-203000000,202500000,,2016-11-01,TAP,0
0,2990300000,0,0,234200000,718200000,USD,0,,,10-Q,2016-06-30,2,2016,,,-91000000,172300000,,2016-08-02,TAP,0
0,2602900000,0,0,230400000,772900000,USD,0,,,10-Q,2016-03-31,1,2016,,,277400000,158800000,,2016-05-03,TAP,0
-275000000,430900000,696400000,-512000000,196700000,525900000,USD,314400000,,,10-K,2015-12-31,4,2015,,,2401200000,32800000,,2016-02-11,TAP,-334700000
0,393600000,0,0,224500000,616400000,USD,0,,,10-Q,2015-09-30,3,2015,,,2518700000,16600000,,2015-11-05,TAP,0
0,413800000,0,0,244300000,685600000,USD,0,,,10-Q,2015-06-30,2,2015,,,2618500000,229000000,,2015-08-06,TAP,0
0,317600000,0,0,229200000,590300000,USD,0,,,10-Q,2015-03-31,1,2015,,,2818900000,81100000,,2015-05-07,TAP,0
-259500000,624600000,1272600000,-802000000,226200000,621700000,USD,313000000,,,10-K,2014-12-31,4,2014,,,2482700000,94100000,,2015-02-12,TAP,-239400000
0,722100000,0,0,261200000,694000000,USD,0,,,10-Q,2014-09-30,3,2014,,,2623200000,-34400000,,2014-11-06,TAP,0
0,506000000,0,0,277300000,872400000,USD,0,,,10-Q,2014-06-30,2,2014,,,3034900000,290900000,,2014-08-06,TAP,0
0,337600000,0,0,263200000,713400000,USD,0,,,10-Q,2014-03-31,1,2014,,,3331400000,163400000,,2014-05-07,TAP,0
-293900000,442300000,1168200000,-1059200000,234900000,728000000,USD,320500000,,,10-K,2013-12-31,4,2013,,,3275500000,131500000,,2014-02-14,TAP,-277000000
0,406900000,0,0,238400000,762800000,USD,0,,,10-Q,2013-09-28,3,2013,,,3366900000,121800000,,2013-11-06,TAP,0
0,801600000,0,0,265400000,803200000,USD,0,,,10-Q,2013-06-29,2,2013,,,3631800000,278400000,,2013-08-06,TAP,0
-1829000000,328000000,8589000000,-7049000000,927000000,0,USD,1981000000,,,10-K,2023-02-03,0,2023,,,31050000000,6416000000,,2023-03-27,LOW,-1309000000
-1853000000,-3792000000,10113000000,-12016000000,1412000000,0,USD,1882000000,,,10-K,2022-01-28,0,2022,,,22272000000,8409000000,,2022-03-21,LOW,-1646000000
-1791000000,4320000000,11049000000,-5191000000,3014000000,0,USD,1594000000,,,10-K,2021-01-29,0,2021,,,15647000000,5811000000,,2021-03-22,LOW,-1894000000
-1484000000,365000000,4296000000,-2735000000,618000000,0,USD,1410000000,,,10-K,2020-01-31,0,2020,,,17167000000,4268000000,,2020-03-23,LOW,-1369000000
-1174000000,-93000000,6193000000,-5124000000,1168000000,0,USD,1607000000,,,10-K,2019-02-01,0,2019,,,14774000000,2307000000,,2019-04-02,LOW,-1080000000
-1123000000,27000000,5065000000,-3607000000,935000000,0,USD,1540000000,,,10-K,2018-02-02,0,2018,,,15702000000,3436000000,,2018-04-02,LOW,-1441000000
-1167000000,99000000,5617000000,-2092000000,1000000000,0,USD,1590000000,,,10-K,2017-02-03,0,2017,,,14238000000,3062000000,,2017-04-04,LOW,-3361000000
-1197000000,-113000000,4784000000,-3493000000,547000000,0,USD,1587000000,,,10-K,2016-01-29,0,2016,,,11780000000,2534000000,,2016-03-29,LOW,-1343000000
-880000000,15000000,4929000000,-3761000000,-216000000,0,USD,1586000000,,,10-K,2015-01-30,0,2015,,,10428000000,2682000000,,2015-03-31,LOW,-1088000000
-940000000,-90000000,4111000000,-2969000000,527000000,0,USD,1562000000,,,10-K,2014-01-31,0,2014,,,9604000000,2270000000,,2014-03-31,LOW,-1286000000
-1211000000,-634000000,3762000000,-3333000000,245000000,0,USD,1623000000,,,10-K,2013-02-01,0,2013,,,8110000000,1945000000,,2013-04-02,LOW,-903000000
-1829000000,177000000,4349000000,-2549000000,34000000,0,USD,1579000000,,,10-K,2012-02-03,0,2012,,,6093000000,1824000000,,2012-04-02,LOW,-1437000000
-1329000000,66000000,3852000000,-1651000000,72000000,0,USD,1684000000,,,10-K,2011-01-28,0,2011,,,5120000000,1993000000,,2011-03-29,LOW,-2184000000
-1799000000,396000000,4054000000,-1801000000,40000000,0,USD,1733000000,,,10-K,2010-01-29,0,2010,,,3805000000,1770000000,,2010-03-30,LOW,-1886000000
-3266000000,131000000,4122000000,-939000000,598000000,0,USD,1667000000,,,10-K,2009-01-30,0,2009,,,5184000000,2195000000,,2009-03-31,LOW,-3226000000
-4010000000,-266000000,4347000000,-307000000,467000000,0,USD,1464000000,,,10-K,2008-02-01,0,2008,,,5852000000,2809000000,,2008-04-01,LOW,-4123000000
0,-80000000,4502000000,-846000000,509000000,-18000000,USD,1237000000,,,10-K,2007-02-02,0,2007,,,3427000000,3105000000,,2007-04-03,LOW,-3715000000
0,63000000,3842000000,-275000000,653000000,9000000,USD,1051000000,,,10-K/A,2006-02-03,0,2006,,,2551000000,2765000000,,2006-09-29,LOW,-3674000000
0,-811000000,3033000000,-1047000000,1398000000,-122000000,USD,920000000,,,10-K,2005-01-28,0,2005,,,2802000000,2176000000,,2005-04-13,LOW,-2257000000
0,498000000,3041000000,-17000000,616000000,-41000000,USD,781000000,,,10-K/A,2004-01-30,0,2004,,,1842000000,1877000000,,2004-04-13,LOW,-2543000000
0,272772000,2696000000,-64000000,357224000,6422000,USD,645000000,,,10K,2003-01-31,0,2003,,,2445000000,1471000000,,2003-04-15,LOW,-2578000000
0,384699000,1613049000,929466000,325406000,4593000,USD,534102000,,,10K,2002-02-01,0,2002,,,2841736000,1023262000,,2002-04-26,LOW,-2199334000
0,-100263000,1129709000,1084488000,473009000,13084000,USD,409511000,,,10K,2001-02-02,0,2001,,,2342225000,809871000,,2001-04-13,LOW,-2249661000
0,325740000,1170888000,593394000,707516000,3973000,USD,337359000,,,10K,2000-01-28,0,2000,,,1182828000,672795000,,2000-04-26,LOW,-1502034000
0,31751000,696848000,236455000,390253000,25520000,USD,271769000,,,10K,1999-01-29,0,1999,,,1193800000,482422000,,1999-04-19,LOW,-905740000
0,211301000,664870000,221770000,1714592000,118408000,USD,240880000,,,10K,1998-01-30,0,1998,,,913666000,357484000,,1998-04-27,LOW,-731881000
-380000000,3373000000,2106000000,-200000000,19522000000,0,USD,465000000,,,10-Q,2023-05-05,1,2024,,,32128000000,2254000000,,2023-06-01,LOW,-304000000
-739000000,1732000000,451000000,-2117000000,18532000000,0,USD,472000000,,,10-K,2023-02-03,4,2023,,,31050000000,956000000,,2023-03-27,LOW,-194000000
-403000000,3656000000,2126000000,22000000,19817000000,0,USD,502000000,,,10-Q,2022-10-28,3,2023,,,28339000000,152000000,,2022-11-23,LOW,-406000000
-344000000,1932000000,3035000000,-4568000000,19329000000,0,USD,504000000,,,10-Q,2022-07-29,2,2023,,,25546000000,2983000000,,2022-08-25,LOW,-399000000
-343000000,3782000000,2977000000,-386000000,20239000000,0,USD,503000000,,,10-Q,2022-04-29,1,2023,,,23525000000,2325000000,,2022-05-26,LOW,-310000000
-597000000,1404000000,934000000,-5625000000,17605000000,0,USD,494000000,,,10-K,2022-01-28,4,2022,,,22272000000,1201000000,,2022-03-21,LOW,-286000000
-410000000,6673000000,2266000000,-1464000000,16685000000,0,USD,481000000,,,10-Q,2021-10-29,3,2022,,,18069000000,1889000000,,2021-11-24,LOW,485000000
-385000000,6255000000,2421000000,-2907000000,17322000000,0,USD,464000000,,,10-Q,2021-07-30,2,2022,,,16550000000,3007000000,,2021-08-26,LOW,-1368000000
-461000000,7146000000,4492000000,-2020000000,18382000000,0,USD,443000000,,,10-Q,2021-04-30,1,2022,,,14810000000,2312000000,,2021-05-27,LOW,-477000000
-619000000,5196000000,-436000000,-3887000000,16193000000,0,USD,442000000,,,10-K,2021-01-29,4,2021,,,15647000000,973000000,,2021-03-22,LOW,758000000
-462000000,10101000000,-267000000,-2033000000,15712000000,0,USD,405000000,,,10-Q,2020-10-30,3,2021,,,10590000000,689000000,,2020-11-25,LOW,-1092000000
-382000000,12726000000,7302000000,-363000000,13831000000,0,USD,374000000,,,10-Q,2020-07-31,2,2021,,,7920000000,2816000000,,2020-08-26,LOW,-1272000000
-328000000,6156000000,4450000000,1092000000,14283000000,0,USD,373000000,,,10-Q,2020-05-01,1,2021,,,14161000000,1333000000,,2020-05-28,LOW,-288000000
-557000000,876000000,185000000,914000000,13179000000,0,USD,381000000,,,10-K,2020-01-31,4,2020,,,17167000000,509000000,,2020-03-23,LOW,-506000000
-401000000,921000000,528000000,-1798000000,13716000000,0,USD,345000000,,,10-Q,2019-11-01,3,2020,,,15900000000,1046000000,,2019-12-04,LOW,-405000000
-321000000,2071000000,1446000000,-2297000000,13730000000,0,USD,347000000,,,10-Q,2019-08-02,2,2020,,,14481000000,1670000000,,2019-09-03,LOW,-327000000
-205000000,3163000000,2137000000,446000000,15026000000,0,USD,337000000,,,10-Q,2019-05-03,1,2020,,,13241000000,1043000000,,2019-06-03,LOW,-131000000
-1174000000,511000000,6193000000,-5124000000,12561000000,0,USD,1607000000,,,10-K,2019-02-01,4,2019,,,14774000000,-821000000,,2019-04-02,LOW,-1080000000
0,1876000000,0,0,12365000000,0,USD,0,,,10-Q,2018-11-02,3,2019,,,12804000000,628000000,,2018-12-06,LOW,0
0,2642000000,0,0,11885000000,0,USD,0,,,10-Q,2018-08-03,2,2019,,,12233000000,1515000000,,2018-09-04,LOW,0
0,1770000000,0,0,13204000000,0,USD,0,,,10-Q,2018-05-04,1,2019,,,13015000000,985000000,,2018-06-05,LOW,0
-1123000000,604000000,5065000000,-3607000000,11393000000,0,USD,1540000000,,,10-K,2018-02-02,4,2018,,,15702000000,551000000,,2018-04-02,LOW,-1441000000
0,828000000,0,0,12393000000,0,USD,0,,,10-Q,2017-11-03,3,2018,,,14422000000,870000000,,2017-12-05,LOW,0
0,1815000000,0,0,11407000000,0,USD,0,,,10-Q,2017-08-04,2,2018,,,13458000000,1413000000,,2017-09-05,LOW,0
0,2047000000,0,0,12254000000,0,USD,0,,,10-Q,2017-05-05,1,2018,,,13043000000,602000000,,2017-06-06,LOW,0
-1167000000,577000000,5617000000,-2092000000,10458000000,0,USD,1590000000,,,10-K,2017-02-03,4,2017,,,14238000000,632000000,,2017-04-04,LOW,-3361000000
0,1083000000,0,0,10990000000,0,USD,0,,,10-Q,2016-10-28,3,2017,,,13457000000,379000000,,2016-11-29,LOW,0
0,2156000000,0,0,10604000000,0,USD,0,,,10-Q,2016-07-29,2,2017,,,13064000000,1167000000,,2016-09-02,LOW,0
0,4735000000,0,0,11055000000,0,USD,0,,,10-Q,2016-04-29,1,2017,,,9987000000,884000000,,2016-05-31,LOW,0
-1197000000,478000000,4784000000,-3493000000,9458000000,0,USD,1587000000,,,10-K,2016-01-29,4,2016,,,11780000000,2000000,,2016-03-29,LOW,-1343000000
0,1385000000,0,0,10434000000,0,USD,0,,,10-Q,2015-10-30,3,2016,,,10893000000,733000000,,2015-12-02,LOW,0
0,1089000000,0,0,9704000000,0,USD,0,,,10-Q,2015-07-31,2,2016,,,9948000000,1126000000,,2015-09-01,LOW,0
0,1529000000,0,0,10614000000,0,USD,0,,,10-Q,2015-05-01,1,2016,,,9438000000,673000000,,2015-06-02,LOW,0
-880000000,591000000,4929000000,-3761000000,8911000000,0,USD,1586000000,,,10-K,2015-01-30,4,2015,,,10428000000,-3107000000,,2015-03-31,LOW,-1088000000
0,1773000000,0,0,9762000000,0,USD,0,,,10-Q,2014-10-31,3,2015,,,9250000000,585000000,,2014-12-02,LOW,0
0,1129000000,0,0,9315000000,0,USD,0,,,10-Q,2014-08-01,2,2015,,,8633000000,4580000000,,2014-09-02,LOW,0
0,768000000,0,0,10515000000,0,USD,0,,,10-Q,2014-05-02,1,2015,,,8973000000,624000000,,2014-06-03,LOW,0
-940000000,576000000,4111000000,-2969000000,9127000000,0,USD,1562000000,,,10-K,2014-01-31,4,2014,,,9604000000,290000000,,2014-03-31,LOW,-1286000000
0,1216000000,0,0,9593000000,0,USD,0,,,10-Q,2013-11-01,3,2014,,,8589000000,499000000,,2013-12-03,LOW,0
0,1274000000,0,0,9106000000,0,USD,0,,,10-Q,2013-08-02,2,2014,,,7479000000,941000000,,2013-09-03,LOW,0
0,1199000000,0,0,10274000000,0,USD,0,,,10-Q,2013-05-03,1,2014,,,7561000000,540000000,,2013-06-04,LOW,0
-1211000000,666000000,3762000000,-3333000000,8600000000,0,USD,1623000000,,,10-K,2013-02-01,4,2013,,,8110000000,275000000,,2013-04-02,LOW,-903000000
0,1300000000,0,0,8995000000,0,USD,0,,,10-Q,2012-11-02,3,2013,,,7449000000,396000000,,2012-12-04,LOW,0
0,2296000000,0,0,8699000000,0,USD,0,,,10-Q,2012-08-03,2,2013,,,6981000000,747000000,,2012-09-04,LOW,0
0,3233000000,0,0,9786000000,0,USD,0,,,10-Q,2012-05-04,1,2013,,,6048000000,527000000,,2012-06-06,LOW,0
-1829000000,1300000000,4349000000,-2549000000,8355000000,0,USD,1579000000,,,10-K,2012-02-03,4,2012,,,6093000000,308000000,,2012-04-02,LOW,-1437000000
0,969000000,0,0,8990000000,0,USD,0,,,10-Q,2011-10-28,3,2012,,,5419000000,225000000,,2011-12-01,LOW,0
0,908000000,0,0,8825000000,0,USD,0,,,10-Q,2011-07-29,2,2012,,,5499000000,830000000,,2011-08-30,LOW,0
0,1841000000,0,0,9661000000,0,USD,0,,,10-Q,2011-04-29,1,2012,,,4496000000,461000000,,2011-05-31,LOW,0
-10708000000,-76974000000,122151000000,-110749000000,-8214000000,-42080000000,USD,11104000000,,,10-K,2022-09-24,0,2022,,,50542000000,99803000000,,2022-10-28,AAPL,-22354000000
-11085000000,-28304000000,104038000000,-93353000000,2519000000,14061000000,USD,11284000000,,,10-K,2021-09-25,0,2021,,,47969000000,94680000000,,2021-10-29,AAPL,-14545000000
-7309000000,-9614000000,80674000000,-86820000000,-45000000,-8359000000,USD,11056000000,,,10-K,2020-09-26,0,2020,,,10229000000,57411000000,,2020-10-30,AAPL,-4289000000
-10495000000,34256000000,69391000000,-90976000000,150000000,-3191000000,USD,12547000000,,,10-K,2019-09-28,0,2019,,,-4862000000,55256000000,,2019-10-31,AAPL,45896000000
-13313000000,-7880000000,77434000000,-87876000000,-899000000,13322000000,USD,10903000000,,,10-K,2018-09-29,0,2018,,,36095000000,59531000000,,2018-11-05,AAPL,16066000000
-12795000000,7026000000,63598000000,-17347000000,2723000000,6374000000,USD,10157000000,,,10-K,2017-09-30,0,2017,,,27563000000,48351000000,,2017-11-03,AAPL,-46446000000
-13548000000,25554000000,65824000000,-20483000000,-217000000,-1044000000,USD,10505000000,,,10-K,2016-09-24,0,2016,,,11594000000,45687000000,,2016-10-26,AAPL,-45977000000
-11247000000,16524000000,81266000000,-17716000000,238000000,3124000000,USD,11257000000,,,10-K,2015-09-26,0,2015,,,13322000000,53394000000,,2015-10-28,AAPL,-56274000000
-9813000000,-15469000000,59713000000,-37549000000,347000000,6578000000,USD,7946000000,,,10-K,2014-09-27,0,2014,,,412000000,39510000000,,2014-10-27,AAPL,-22579000000
-9076000000,11417000000,53666000000,-16379000000,973000000,1949000000,USD,6757000000,,,10-K,2013-09-28,0,2013,,,-30468000000,37037000000,,2013-10-30,AAPL,-33774000000
-9402000000,3177000000,50856000000,-1698000000,15000000,6975000000,USD,3277000000,,,10-K,2012-09-29,0,2012,,,-35587000000,41733000000,,2012-10-31,AAPL,-48227000000
-7452000000,332000000,37529000000,1444000000,-275000000,1793000000,USD,1814000000,,,10-K,2011-09-24,0,2011,,,-30481000000,25922000000,,2011-10-26,AAPL,-40419000000
-2121000000,2156000000,18595000000,1257000000,596000000,4867000000,USD,1027000000,,,10-K,2010-09-25,0,2010,,,-29067000000,14013000000,,2010-10-27,AAPL,-13854000000
-1213000000,-1026000000,10159000000,663000000,-54000000,353000000,USD,734000000,,,10-K/A,2009-09-26,0,2009,,,-24908000000,8235000000,,2010-01-25,AAPL,-17434000000
-1199000000,9104000000,9596000000,1116000000,163000000,675000000,USD,473000000,,,10-K,2008-09-27,0,2008,,,-28030000000,4834000000,,2008-11-05,AAPL,-8189000000
-986000000,5276000000,5470000000,739000000,76000000,1184000000,USD,317000000,,,10-K,2007-09-29,0,2007,,,-16799000000,3496000000,,2007-11-15,AAPL,-3249000000
-657000000,1849000000,2220000000,324000000,105000000,1950000000,USD,225000000,,,10-K,2006-09-30,0,2006,,,-10787000000,1989000000,,2006-12-29,AAPL,357000000
0,2797000000,2535000000,543000000,64000000,-155000000,USD,179000000,,,10-K,2005-09-24,0,2005,,,-8909000000,1335000000,,2005-12-01,AAPL,-2556000000
0,898000000,934000000,127000000,45000000,284000000,USD,150000000,,,10-K,2004-09-25,0,2004,,,-5673000000,276000000,,2004-12-03,AAPL,-1488000000
0,229000000,289000000,27000000,11000000,201000000,USD,113000000,,,10K,2003-09-27,0,2003,,,-4571000000,69000000,,2003-12-19,AAPL,828000000
0,1000000,89000000,105000000,34000000,99000000,USD,118000000,,,10-K,2002-09-28,0,2002,,,-4296000000,65000000,,2002-12-19,AAPL,-252000000
0,309000000,185000000,42000000,-22000000,-487000000,USD,102000000,,,10-K405,2001-09-29,0,2001,,,-4180000000,-25000000,,2001-12-21,AAPL,892000000
0,801000000,826000000,-31000000,13000000,272000000,USD,84000000,,,10-K,2000-09-30,0,2000,,,-3979000000,786000000,,2000-12-14,AAPL,-930000000
0,926000000,798000000,11000000,-58000000,-274000000,USD,85000000,,,10-K,1999-09-25,0,1999,,,-3141000000,601000000,,1999-12-22,AAPL,-964000000
0,2300000000,775000000,19000000,78000000,955000000,USD,111000000,,,10-K405,1998-09-25,0,1998,,,-1529000000,309000000,,1998-12-23,AAPL,-543000000
-2916000000,55872000000,28560000000,-25724000000,7482000000,35899000000,USD,2898000000,,,10-Q,2023-04-01,2,2023,,,40083000000,24160000000,,2023-05-05,AAPL,2319000000
-3787000000,51355000000,34005000000,-35563000000,6820000000,54180000000,USD,2916000000,,,10-Q,2022-12-31,1,2023,,,43333000000,29998000000,,2023-02-03,AAPL,-1445000000
-3289000000,48304000000,24127000000,-26794000000,4946000000,60932000000,USD,2865000000,,,10-K,2022-09-24,4,2022,,,50542000000,20721000000,,2022-10-28,AAPL,-1217000000
-2102000000,48231000000,22892000000,-27445000000,5433000000,42242000000,USD,2805000000,,,10-Q,2022-06-25,3,2022,,,55074000000,19442000000,,2022-07-29,AAPL,4234000000
-2514000000,51511000000,28166000000,-28351000000,5460000000,45400000000,USD,2737000000,,,10-Q,2022-03-26,2,2022,,,52661000000,25010000000,,2022-04-29,AAPL,-9265000000
-2803000000,63913000000,46966000000,-28159000000,5876000000,65253000000,USD,2697000000,,,10-Q,2021-12-25,1,2022,,,40773000000,34630000000,,2022-01-28,AAPL,-16106000000
-3223000000,62639000000,20200000000,-20382000000,6580000000,51506000000,USD,2989000000,,,10-K,2021-09-25,4,2021,,,47969000000,20551000000,,2021-10-29,AAPL,835000000
-2093000000,61696000000,21094000000,-29396000000,5178000000,33908000000,USD,2832000000,,,10-Q,2021-06-26,3,2021,,,46454000000,21744000000,,2021-07-28,AAPL,-34332000000
-2269000000,69834000000,23981000000,-11326000000,5219000000,33036000000,USD,2797000000,,,10-Q,2021-03-27,2,2021,,,38435000000,23630000000,,2021-04-29,AAPL,27536000000
-3500000000,76826000000,38763000000,-32249000000,4973000000,58620000000,USD,2666000000,,,10-Q,2020-12-26,1,2021,,,21530000000,28755000000,,2021-01-28,AAPL,-8584000000
-1784000000,90943000000,20576000000,-21357000000,4061000000,37445000000,USD,2702000000,,,10-K,2020-09-26,4,2020,,,10229000000,12673000000,,2020-10-30,AAPL,5531000000
-1565000000,93025000000,16271000000,-19116000000,3978000000,32075000000,USD,2752000000,,,10-Q,2020-06-27,3,2020,,,8711000000,11253000000,,2020-07-31,AAPL,-5165000000
-1853000000,94051000000,13311000000,-20940000000,3334000000,30677000000,USD,2786000000,,,10-Q,2020-03-28,2,2020,,,842000000,11249000000,,2020-05-01,AAPL,9013000000
-2107000000,107162000000,30516000000,-25407000000,4097000000,39946000000,USD,2816000000,,,10-Q,2019-12-28,1,2020,,,-10896000000,22236000000,,2020-01-29,AAPL,-13668000000
-10495000000,100557000000,69391000000,-90976000000,4106000000,45804000000,USD,12547000000,,,10-K,2019-09-28,4,2019,,,-4862000000,13686000000,,2019-10-31,AAPL,45896000000
0,94614000000,0,0,3355000000,26474000000,USD,0,,,10-Q,2019-06-29,3,2019,,,3274000000,10044000000,,2019-07-31,AAPL,0
0,80092000000,0,0,4884000000,26278000000,USD,0,,,10-Q,2019-03-30,2,2019,,,20446000000,11561000000,,2019-05-01,AAPL,0
0,86427000000,0,0,4988000000,36981000000,USD,0,,,10-Q,2018-12-29,1,2019,,,15871000000,19965000000,,2019-01-30,AAPL,0
-13313000000,66301000000,77434000000,-87876000000,3956000000,48995000000,USD,10903000000,,,10-K,2018-09-29,4,2018,,,36095000000,14125000000,,2018-11-05,AAPL,16066000000
0,70970000000,0,0,5936000000,26367000000,USD,0,,,10-Q,2018-06-30,3,2018,,,31142000000,11519000000,,2018-08-01,AAPL,0
0,87940000000,0,0,7662000000,22408000000,USD,0,,,10-Q,2018-03-31,2,2018,,,21857000000,13822000000,,2018-05-02,AAPL,0
0,77153000000,0,0,4421000000,50899000000,USD,0,,,10-Q,2017-12-30,1,2018,,,33910000000,20065000000,,2018-02-02,AAPL,0
-12795000000,74181000000,63598000000,-17347000000,4855000000,35673000000,USD,10157000000,,,10-K,2017-09-30,4,2017,,,27563000000,10714000000,,2017-11-03,AAPL,-46446000000
0,76759000000,0,0,3146000000,22632000000,USD,0,,,10-Q,2017-07-01,3,2017,,,21242000000,8717000000,,2017-08-02,AAPL,0
0,67101000000,0,0,2910000000,20612000000,USD,0,,,10-Q,2017-04-01,2,2017,,,20054000000,11029000000,,2017-05-03,AAPL,0
0,60452000000,0,0,2712000000,27977000000,USD,0,,,10-Q,2016-12-31,1,2017,,,14906000000,17891000000,,2017-02-01,AAPL,0
-13548000000,67155000000,65824000000,-20483000000,2132000000,29299000000,USD,10505000000,,,10-K,2016-09-24,4,2016,,,11594000000,9014000000,,2016-10-26,AAPL,-45977000000
0,61756000000,0,0,1831000000,19042000000,USD,0,,,10-Q,2016-06-25,3,2016,,,12047000000,7796000000,,2016-07-27,AAPL,0
0,55283000000,0,0,2281000000,19824000000,USD,0,,,10-Q,2016-03-26,2,2016,,,14385000000,10516000000,,2016-04-27,AAPL,0
0,38074000000,0,0,2451000000,24621000000,USD,0,,,10-Q,2015-12-26,1,2016,,,13816000000,18361000000,,2016-01-27,AAPL,0
-11247000000,41601000000,81266000000,-17716000000,2349000000,30343000000,USD,11257000000,,,10-K,2015-09-26,4,2015,,,13322000000,11124000000,,2015-10-28,AAPL,-56274000000
0,34703000000,0,0,2042000000,19907000000,USD,0,,,10-Q,2015-06-27,3,2015,,,10424000000,10677000000,,2015-07-22,AAPL,0
0,33096000000,0,0,2396000000,18164000000,USD,0,,,10-Q,2015-03-28,2,2015,,,1681000000,13569000000,,2015-04-28,AAPL,0
0,32463000000,0,0,2283000000,29976000000,USD,0,,,10-Q,2014-12-27,1,2015,,,-9695000000,18024000000,,2015-01-28,AAPL,0
-22400000,1119300000,170300000,-89300000,1122600000,1243600000,USD,114000000,,,10-Q,2023-03-31,1,2023,,,1436500000,161100000,,2023-05-05,IR,-581500000
-33500000,1613000000,354800000,-19200000,1025400000,1122000000,USD,104800000,,,10-K,2022-12-31,4,2022,,,932700000,217400000,,2023-02-21,IR,-217800000
-21800000,1459500000,274400000,-20000000,1012500000,1032300000,USD,115000000,,,10-Q,2022-09-30,3,2022,,,1052900000,145100000,,2022-11-04,IR,-54000000
-21400000,1309200000,186100000,-798700000,1013500000,1018500000,USD,104500000,,,10-Q,2022-06-30,2,2022,,,1243500000,138500000,,2022-08-05,IR,-17300000
-17900000,1990200000,50100000,-116100000,954900000,1013900000,USD,108500000,,,10-Q,2022-03-31,1,2022,,,1208000000,103700000,,2022-05-06,IR,-48200000
-22900000,2109600000,246900000,-14800000,854200000,948600000,USD,111800000,,,10-K,2021-12-31,4,2021,,,1144100000,293000000,,2022-02-25,IR,-188400000
-15300000,2033000000,146100000,-1132100000,863600000,927000000,USD,102500000,,,10-Q,2021-09-30,3,2021,,,1250000000,126000000,,2021-11-05,IR,-608800000
-10900000,3669900000,112200000,-2300000,796800000,935800000,USD,88800000,,,10-Q,2021-06-30,2,2021,,,-42100000,233900000,,2021-07-30,IR,-24300000
-15000000,1639600000,122600000,-7800000,832500000,978100000,USD,119000000,,,10-Q,2021-03-31,1,2021,,,2024900000,-90400000,,2021-04-30,IR,-207900000
-15200000,1747800000,411800000,-646600000,943600000,966600000,USD,141300000,,,10-K,2020-12-31,4,2020,,,1950700000,151600000,,2021-02-26,IR,-15400000
-8100000,1313300000,186700000,-19000000,1007400000,934600000,USD,142800000,,,10-Q,2020-09-30,3,2020,,,2359500000,29500000,,2020-11-03,IR,-39800000
-17100000,1173600000,247400000,378800000,1026400000,922200000,USD,144500000,,,10-Q,2020-06-30,2,2020,,,2478300000,-177600000,,2020-08-04,IR,-15800000
-8300000,555700000,68400000,-41900000,1088100000,1027500000,USD,72300000,,,10-Q,2020-03-31,1,2020,,,2649000000,-36800000,,2020-05-15,IR,33100000
-43200000,502100000,343300000,-11500000,502500000,459100000,USD,178100000,,,10-K,2019-12-31,4,2019,,,1032500000,25800000,,2020-02-26,IR,-54300000
0,406400000,0,0,539300000,458400000,USD,0,,,10-Q,2019-09-30,3,2019,,,1105100000,41300000,,2019-10-30,IR,0
0,317500000,0,0,557600000,498600000,USD,0,,,10-Q,2019-06-30,2,2019,,,1223800000,44900000,,2019-08-02,IR,0
0,263700000,0,0,555100000,509900000,USD,0,,,10-Q,2019-03-31,1,2019,,,1296900000,47100000,,2019-04-30,IR,0
-52200000,217800000,444500000,-373000000,523900000,525400000,USD,180400000,,,10-K,2018-12-31,4,2018,,,1393600000,94500000,,2019-02-27,IR,-235000000
0,269000000,0,0,550100000,525000000,USD,0,,,10-Q,2018-09-30,3,2018,,,1422900000,72200000,,2018-10-29,IR,0
0,337800000,0,0,555600000,495500000,USD,0,,,10-Q,2018-06-30,2,2018,,,1516900000,60300000,,2018-08-03,IR,0
0,353800000,0,0,567200000,541600000,USD,0,,,10-Q,2018-03-31,1,2018,,,1650500000,42400000,,2018-04-27,IR,0
-94600000,-496600000,865400000,-954000000,171200000,173400000,USD,432800000,,,10-K,2022-12-31,0,2022,,,932700000,604700000,,2023-02-21,IR,-337300000
-64100000,361800000,627800000,-1157000000,-89400000,-18000000,USD,422100000,,,10-K,2021-12-31,0,2021,,,1144100000,562500000,,2022-02-25,IR,-1029400000
-48700000,1245700000,914300000,-328700000,441100000,507500000,USD,500900000,,,10-K,2020-12-31,0,2020,,,1950700000,-33300000,,2021-02-26,IR,-37900000
